hero1,hero2,Friendship
JAMESON-J. JONAH,BEAST/HENRY &HANK& P,74
JAMESON-J. JONAH,WASP/JANET VAN DYNE ,43
JAMESON-J. JONAH,ICEMAN/ROBERT BOBBY ,31
JAMESON-J. JONAH,SPIDER-MAN/PETER PAR,6
JAMESON-J. JONAH,DR. STRANGE/STEPHEN ,54
JAMESON-J. JONAH,WONG,92
JAMESON-J. JONAH,HULK/DR. ROBERT BRUC,54
JAMESON-J. JONAH,INVISIBLE WOMAN/SUE ,37
JAMESON-J. JONAH,IRON MAN/TONY STARK ,72
JAMESON-J. JONAH,THING/BENJAMIN J. GR,22
JAMESON-J. JONAH,MR. FANTASTIC/REED R,49
JAMESON-J. JONAH,OSBORN-LIZ ALLAN,55
JAMESON-J. JONAH,ANGEL/WARREN KENNETH,83
JAMESON-J. JONAH,HUMAN TORCH/JOHNNY S,32
JAMESON-J. JONAH,CAPTAIN AMERICA,15
JAMESON-J. JONAH,SUNDOWN/DR. DAVE LOW,27
JAMESON-J. JONAH,LEEDS-BETTY BRANT,37
JAMESON-J. JONAH,MCKEEVER-TINY,35
JAMESON-J. JONAH,IONELLO-JASON,80
JAMESON-J. JONAH,DAREDEVIL/MATT MURDO,88
DAREDEVIL/MATT MURDO,CYCLOPS/SCOTT SUMMER,60
DAREDEVIL/MATT MURDO,HOGAN-HAROLD J. HAP,80
DAREDEVIL/MATT MURDO,THOMPSON-EUGENE FLA,12
DAREDEVIL/MATT MURDO,SUB-MARINER/NAMOR MA,32
DAREDEVIL/MATT MURDO,THOR/DR. DONALD BLAK,87
DAREDEVIL/MATT MURDO,GREEN GOBLIN/NORMAN ,22
DAREDEVIL/MATT MURDO,PARKER-MAY,40
DAREDEVIL/MATT MURDO,BEAST/HENRY &HANK& P,89
DAREDEVIL/MATT MURDO,WASP/JANET VAN DYNE ,21
DAREDEVIL/MATT MURDO,ICEMAN/ROBERT BOBBY ,26
DAREDEVIL/MATT MURDO,SPIDER-MAN/PETER PAR,69
DAREDEVIL/MATT MURDO,DR. STRANGE/STEPHEN ,1
DAREDEVIL/MATT MURDO,WONG,84
DAREDEVIL/MATT MURDO,HULK/DR. ROBERT BRUC,94
DAREDEVIL/MATT MURDO,INVISIBLE WOMAN/SUE ,19
DAREDEVIL/MATT MURDO,IRON MAN/TONY STARK ,2
DAREDEVIL/MATT MURDO,THING/BENJAMIN J. GR,42
DAREDEVIL/MATT MURDO,MR. FANTASTIC/REED R,12
DAREDEVIL/MATT MURDO,OSBORN-LIZ ALLAN,28
DAREDEVIL/MATT MURDO,ANGEL/WARREN KENNETH,81
DAREDEVIL/MATT MURDO,HUMAN TORCH/JOHNNY S,56
DAREDEVIL/MATT MURDO,CAPTAIN AMERICA,43
DAREDEVIL/MATT MURDO,SUNDOWN/DR. DAVE LOW,97
DAREDEVIL/MATT MURDO,LEEDS-BETTY BRANT,76
DAREDEVIL/MATT MURDO,MCKEEVER-TINY,87
DAREDEVIL/MATT MURDO,IONELLO-JASON,72
IONELLO-JASON,CYCLOPS/SCOTT SUMMER,67
IONELLO-JASON,HOGAN-HAROLD J. HAP,36
IONELLO-JASON,THOMPSON-EUGENE FLA,72
IONELLO-JASON,SUB-MARINER/NAMOR MA,78
IONELLO-JASON,THOR/DR. DONALD BLAK,11
IONELLO-JASON,GREEN GOBLIN/NORMAN ,61
IONELLO-JASON,PARKER-MAY,60
IONELLO-JASON,BEAST/HENRY &HANK& P,91
IONELLO-JASON,WASP/JANET VAN DYNE ,58
IONELLO-JASON,ICEMAN/ROBERT BOBBY ,31
IONELLO-JASON,SPIDER-MAN/PETER PAR,42
IONELLO-JASON,DR. STRANGE/STEPHEN ,32
IONELLO-JASON,WONG,63
IONELLO-JASON,HULK/DR. ROBERT BRUC,19
IONELLO-JASON,INVISIBLE WOMAN/SUE ,97
IONELLO-JASON,IRON MAN/TONY STARK ,73
IONELLO-JASON,THING/BENJAMIN J. GR,89
IONELLO-JASON,MR. FANTASTIC/REED R,61
IONELLO-JASON,OSBORN-LIZ ALLAN,20
IONELLO-JASON,ANGEL/WARREN KENNETH,65
IONELLO-JASON,HUMAN TORCH/JOHNNY S,27
IONELLO-JASON,CAPTAIN AMERICA,86
IONELLO-JASON,SUNDOWN/DR. DAVE LOW,27
IONELLO-JASON,LEEDS-BETTY BRANT,32
IONELLO-JASON,MCKEEVER-TINY,15
MCKEEVER-TINY,CYCLOPS/SCOTT SUMMER,64
MCKEEVER-TINY,HOGAN-HAROLD J. HAP,18
MCKEEVER-TINY,THOMPSON-EUGENE FLA,75
MCKEEVER-TINY,SUB-MARINER/NAMOR MA,2
MCKEEVER-TINY,THOR/DR. DONALD BLAK,87
MCKEEVER-TINY,GREEN GOBLIN/NORMAN ,2
MCKEEVER-TINY,PARKER-MAY,36
MCKEEVER-TINY,BEAST/HENRY &HANK& P,2
MCKEEVER-TINY,WASP/JANET VAN DYNE ,39
MCKEEVER-TINY,ICEMAN/ROBERT BOBBY ,72
MCKEEVER-TINY,SPIDER-MAN/PETER PAR,73
MCKEEVER-TINY,DR. STRANGE/STEPHEN ,30
MCKEEVER-TINY,WONG,81
MCKEEVER-TINY,HULK/DR. ROBERT BRUC,61
MCKEEVER-TINY,INVISIBLE WOMAN/SUE ,80
MCKEEVER-TINY,IRON MAN/TONY STARK ,78
MCKEEVER-TINY,THING/BENJAMIN J. GR,52
MCKEEVER-TINY,MR. FANTASTIC/REED R,12
MCKEEVER-TINY,OSBORN-LIZ ALLAN,97
MCKEEVER-TINY,ANGEL/WARREN KENNETH,62
MCKEEVER-TINY,HUMAN TORCH/JOHNNY S,5
MCKEEVER-TINY,CAPTAIN AMERICA,86
MCKEEVER-TINY,SUNDOWN/DR. DAVE LOW,65
MCKEEVER-TINY,LEEDS-BETTY BRANT,17
LEEDS-BETTY BRANT,CYCLOPS/SCOTT SUMMER,31
LEEDS-BETTY BRANT,HOGAN-HAROLD J. HAP,32
LEEDS-BETTY BRANT,THOMPSON-EUGENE FLA,61
LEEDS-BETTY BRANT,SUB-MARINER/NAMOR MA,44
LEEDS-BETTY BRANT,THOR/DR. DONALD BLAK,35
LEEDS-BETTY BRANT,GREEN GOBLIN/NORMAN ,50
LEEDS-BETTY BRANT,PARKER-MAY,1
LEEDS-BETTY BRANT,BEAST/HENRY &HANK& P,5
LEEDS-BETTY BRANT,WASP/JANET VAN DYNE ,44
LEEDS-BETTY BRANT,ICEMAN/ROBERT BOBBY ,54
LEEDS-BETTY BRANT,SPIDER-MAN/PETER PAR,68
LEEDS-BETTY BRANT,DR. STRANGE/STEPHEN ,62
LEEDS-BETTY BRANT,WONG,83
LEEDS-BETTY BRANT,HULK/DR. ROBERT BRUC,92
LEEDS-BETTY BRANT,INVISIBLE WOMAN/SUE ,72
LEEDS-BETTY BRANT,IRON MAN/TONY STARK ,73
LEEDS-BETTY BRANT,THING/BENJAMIN J. GR,34
LEEDS-BETTY BRANT,MR. FANTASTIC/REED R,37
LEEDS-BETTY BRANT,OSBORN-LIZ ALLAN,43
LEEDS-BETTY BRANT,ANGEL/WARREN KENNETH,60
LEEDS-BETTY BRANT,HUMAN TORCH/JOHNNY S,1
LEEDS-BETTY BRANT,CAPTAIN AMERICA,44
LEEDS-BETTY BRANT,SUNDOWN/DR. DAVE LOW,19
SUNDOWN/DR. DAVE LOW,CYCLOPS/SCOTT SUMMER,95
SUNDOWN/DR. DAVE LOW,HOGAN-HAROLD J. HAP,55
SUNDOWN/DR. DAVE LOW,THOMPSON-EUGENE FLA,82
SUNDOWN/DR. DAVE LOW,SUB-MARINER/NAMOR MA,47
SUNDOWN/DR. DAVE LOW,THOR/DR. DONALD BLAK,31
SUNDOWN/DR. DAVE LOW,GREEN GOBLIN/NORMAN ,58
SUNDOWN/DR. DAVE LOW,PARKER-MAY,8
SUNDOWN/DR. DAVE LOW,BEAST/HENRY &HANK& P,44
SUNDOWN/DR. DAVE LOW,WASP/JANET VAN DYNE ,87
SUNDOWN/DR. DAVE LOW,ICEMAN/ROBERT BOBBY ,24
SUNDOWN/DR. DAVE LOW,SPIDER-MAN/PETER PAR,13
SUNDOWN/DR. DAVE LOW,DR. STRANGE/STEPHEN ,86
SUNDOWN/DR. DAVE LOW,WONG,31
SUNDOWN/DR. DAVE LOW,HULK/DR. ROBERT BRUC,10
SUNDOWN/DR. DAVE LOW,INVISIBLE WOMAN/SUE ,54
SUNDOWN/DR. DAVE LOW,IRON MAN/TONY STARK ,29
SUNDOWN/DR. DAVE LOW,THING/BENJAMIN J. GR,49
SUNDOWN/DR. DAVE LOW,MR. FANTASTIC/REED R,89
SUNDOWN/DR. DAVE LOW,OSBORN-LIZ ALLAN,58
SUNDOWN/DR. DAVE LOW,ANGEL/WARREN KENNETH,31
SUNDOWN/DR. DAVE LOW,HUMAN TORCH/JOHNNY S,73
SUNDOWN/DR. DAVE LOW,CAPTAIN AMERICA,87
CAPTAIN AMERICA,CYCLOPS/SCOTT SUMMER,82
CAPTAIN AMERICA,HOGAN-HAROLD J. HAP,24
CAPTAIN AMERICA,THOMPSON-EUGENE FLA,41
CAPTAIN AMERICA,SUB-MARINER/NAMOR MA,72
CAPTAIN AMERICA,THOR/DR. DONALD BLAK,53
CAPTAIN AMERICA,GREEN GOBLIN/NORMAN ,13
CAPTAIN AMERICA,PARKER-MAY,6
CAPTAIN AMERICA,BEAST/HENRY &HANK& P,57
CAPTAIN AMERICA,WASP/JANET VAN DYNE ,86
CAPTAIN AMERICA,ICEMAN/ROBERT BOBBY ,53
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR,84
CAPTAIN AMERICA,DR. STRANGE/STEPHEN ,52
CAPTAIN AMERICA,WONG,33
CAPTAIN AMERICA,HULK/DR. ROBERT BRUC,47
CAPTAIN AMERICA,INVISIBLE WOMAN/SUE ,80
CAPTAIN AMERICA,IRON MAN/TONY STARK ,45
CAPTAIN AMERICA,THING/BENJAMIN J. GR,93
CAPTAIN AMERICA,MR. FANTASTIC/REED R,44
CAPTAIN AMERICA,OSBORN-LIZ ALLAN,31
CAPTAIN AMERICA,ANGEL/WARREN KENNETH,74
CAPTAIN AMERICA,HUMAN TORCH/JOHNNY S,91
HUMAN TORCH/JOHNNY S,CYCLOPS/SCOTT SUMMER,1
HUMAN TORCH/JOHNNY S,HOGAN-HAROLD J. HAP,50
HUMAN TORCH/JOHNNY S,THOMPSON-EUGENE FLA,19
HUMAN TORCH/JOHNNY S,SUB-MARINER/NAMOR MA,75
HUMAN TORCH/JOHNNY S,THOR/DR. DONALD BLAK,73
HUMAN TORCH/JOHNNY S,GREEN GOBLIN/NORMAN ,42
HUMAN TORCH/JOHNNY S,PARKER-MAY,15
HUMAN TORCH/JOHNNY S,BEAST/HENRY &HANK& P,26
HUMAN TORCH/JOHNNY S,WASP/JANET VAN DYNE ,41
HUMAN TORCH/JOHNNY S,ICEMAN/ROBERT BOBBY ,72
HUMAN TORCH/JOHNNY S,SPIDER-MAN/PETER PAR,71
HUMAN TORCH/JOHNNY S,DR. STRANGE/STEPHEN ,57
HUMAN TORCH/JOHNNY S,WONG,78
HUMAN TORCH/JOHNNY S,HULK/DR. ROBERT BRUC,57
HUMAN TORCH/JOHNNY S,INVISIBLE WOMAN/SUE ,47
HUMAN TORCH/JOHNNY S,IRON MAN/TONY STARK ,95
HUMAN TORCH/JOHNNY S,THING/BENJAMIN J. GR,78
HUMAN TORCH/JOHNNY S,MR. FANTASTIC/REED R,1
HUMAN TORCH/JOHNNY S,OSBORN-LIZ ALLAN,49
HUMAN TORCH/JOHNNY S,ANGEL/WARREN KENNETH,64
ANGEL/WARREN KENNETH,CYCLOPS/SCOTT SUMMER,2
ANGEL/WARREN KENNETH,HOGAN-HAROLD J. HAP,61
ANGEL/WARREN KENNETH,THOMPSON-EUGENE FLA,57
ANGEL/WARREN KENNETH,SUB-MARINER/NAMOR MA,55
ANGEL/WARREN KENNETH,THOR/DR. DONALD BLAK,20
ANGEL/WARREN KENNETH,GREEN GOBLIN/NORMAN ,86
ANGEL/WARREN KENNETH,PARKER-MAY,24
ANGEL/WARREN KENNETH,BEAST/HENRY &HANK& P,88
ANGEL/WARREN KENNETH,WASP/JANET VAN DYNE ,45
ANGEL/WARREN KENNETH,ICEMAN/ROBERT BOBBY ,77
ANGEL/WARREN KENNETH,SPIDER-MAN/PETER PAR,40
ANGEL/WARREN KENNETH,DR. STRANGE/STEPHEN ,48
ANGEL/WARREN KENNETH,WONG,9
ANGEL/WARREN KENNETH,HULK/DR. ROBERT BRUC,19
ANGEL/WARREN KENNETH,INVISIBLE WOMAN/SUE ,99
ANGEL/WARREN KENNETH,IRON MAN/TONY STARK ,66
ANGEL/WARREN KENNETH,THING/BENJAMIN J. GR,44
ANGEL/WARREN KENNETH,MR. FANTASTIC/REED R,32
ANGEL/WARREN KENNETH,OSBORN-LIZ ALLAN,55
OSBORN-LIZ ALLAN,CYCLOPS/SCOTT SUMMER,76
OSBORN-LIZ ALLAN,HOGAN-HAROLD J. HAP,82
OSBORN-LIZ ALLAN,THOMPSON-EUGENE FLA,93
OSBORN-LIZ ALLAN,SUB-MARINER/NAMOR MA,89
OSBORN-LIZ ALLAN,THOR/DR. DONALD BLAK,88
OSBORN-LIZ ALLAN,GREEN GOBLIN/NORMAN ,27
OSBORN-LIZ ALLAN,PARKER-MAY,86
OSBORN-LIZ ALLAN,BEAST/HENRY &HANK& P,15
OSBORN-LIZ ALLAN,WASP/JANET VAN DYNE ,60
OSBORN-LIZ ALLAN,ICEMAN/ROBERT BOBBY ,98
OSBORN-LIZ ALLAN,SPIDER-MAN/PETER PAR,69
OSBORN-LIZ ALLAN,DR. STRANGE/STEPHEN ,28
OSBORN-LIZ ALLAN,WONG,90
OSBORN-LIZ ALLAN,HULK/DR. ROBERT BRUC,82
OSBORN-LIZ ALLAN,INVISIBLE WOMAN/SUE ,14
OSBORN-LIZ ALLAN,IRON MAN/TONY STARK ,63
OSBORN-LIZ ALLAN,THING/BENJAMIN J. GR,80
OSBORN-LIZ ALLAN,MR. FANTASTIC/REED R,4
MR. FANTASTIC/REED R,CYCLOPS/SCOTT SUMMER,63
MR. FANTASTIC/REED R,HOGAN-HAROLD J. HAP,90
MR. FANTASTIC/REED R,THOMPSON-EUGENE FLA,100
MR. FANTASTIC/REED R,SUB-MARINER/NAMOR MA,50
MR. FANTASTIC/REED R,THOR/DR. DONALD BLAK,80
MR. FANTASTIC/REED R,GREEN GOBLIN/NORMAN ,37
MR. FANTASTIC/REED R,PARKER-MAY,57
MR. FANTASTIC/REED R,BEAST/HENRY &HANK& P,60
MR. FANTASTIC/REED R,WASP/JANET VAN DYNE ,94
MR. FANTASTIC/REED R,ICEMAN/ROBERT BOBBY ,26
MR. FANTASTIC/REED R,SPIDER-MAN/PETER PAR,38
MR. FANTASTIC/REED R,DR. STRANGE/STEPHEN ,51
MR. FANTASTIC/REED R,WONG,51
MR. FANTASTIC/REED R,HULK/DR. ROBERT BRUC,36
MR. FANTASTIC/REED R,INVISIBLE WOMAN/SUE ,95
MR. FANTASTIC/REED R,IRON MAN/TONY STARK ,15
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR,57
THING/BENJAMIN J. GR,CYCLOPS/SCOTT SUMMER,50
THING/BENJAMIN J. GR,HOGAN-HAROLD J. HAP,84
THING/BENJAMIN J. GR,THOMPSON-EUGENE FLA,65
THING/BENJAMIN J. GR,SUB-MARINER/NAMOR MA,36
THING/BENJAMIN J. GR,THOR/DR. DONALD BLAK,39
THING/BENJAMIN J. GR,GREEN GOBLIN/NORMAN ,14
THING/BENJAMIN J. GR,PARKER-MAY,21
THING/BENJAMIN J. GR,BEAST/HENRY &HANK& P,23
THING/BENJAMIN J. GR,WASP/JANET VAN DYNE ,28
THING/BENJAMIN J. GR,ICEMAN/ROBERT BOBBY ,68
THING/BENJAMIN J. GR,SPIDER-MAN/PETER PAR,55
THING/BENJAMIN J. GR,DR. STRANGE/STEPHEN ,38
THING/BENJAMIN J. GR,WONG,40
THING/BENJAMIN J. GR,HULK/DR. ROBERT BRUC,45
THING/BENJAMIN J. GR,INVISIBLE WOMAN/SUE ,28
THING/BENJAMIN J. GR,IRON MAN/TONY STARK ,67
IRON MAN/TONY STARK ,CYCLOPS/SCOTT SUMMER,60
IRON MAN/TONY STARK ,HOGAN-HAROLD J. HAP,58
IRON MAN/TONY STARK ,THOMPSON-EUGENE FLA,97
IRON MAN/TONY STARK ,SUB-MARINER/NAMOR MA,73
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK,95
IRON MAN/TONY STARK ,GREEN GOBLIN/NORMAN ,52
IRON MAN/TONY STARK ,PARKER-MAY,85
IRON MAN/TONY STARK ,BEAST/HENRY &HANK& P,73
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE ,49
IRON MAN/TONY STARK ,ICEMAN/ROBERT BOBBY ,32
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR,54
IRON MAN/TONY STARK ,DR. STRANGE/STEPHEN ,81
IRON MAN/TONY STARK ,WONG,3
IRON MAN/TONY STARK ,HULK/DR. ROBERT BRUC,14
IRON MAN/TONY STARK ,INVISIBLE WOMAN/SUE ,60
INVISIBLE WOMAN/SUE ,CYCLOPS/SCOTT SUMMER,83
INVISIBLE WOMAN/SUE ,HOGAN-HAROLD J. HAP,1
INVISIBLE WOMAN/SUE ,THOMPSON-EUGENE FLA,65
INVISIBLE WOMAN/SUE ,SUB-MARINER/NAMOR MA,2
INVISIBLE WOMAN/SUE ,THOR/DR. DONALD BLAK,33
INVISIBLE WOMAN/SUE ,GREEN GOBLIN/NORMAN ,61
INVISIBLE WOMAN/SUE ,PARKER-MAY,81
INVISIBLE WOMAN/SUE ,BEAST/HENRY &HANK& P,27
INVISIBLE WOMAN/SUE ,WASP/JANET VAN DYNE ,80
INVISIBLE WOMAN/SUE ,ICEMAN/ROBERT BOBBY ,4
INVISIBLE WOMAN/SUE ,SPIDER-MAN/PETER PAR,75
INVISIBLE WOMAN/SUE ,DR. STRANGE/STEPHEN ,2
INVISIBLE WOMAN/SUE ,WONG,17
INVISIBLE WOMAN/SUE ,HULK/DR. ROBERT BRUC,62
HULK/DR. ROBERT BRUC,CYCLOPS/SCOTT SUMMER,73
HULK/DR. ROBERT BRUC,HOGAN-HAROLD J. HAP,8
HULK/DR. ROBERT BRUC,THOMPSON-EUGENE FLA,15
HULK/DR. ROBERT BRUC,SUB-MARINER/NAMOR MA,70
HULK/DR. ROBERT BRUC,THOR/DR. DONALD BLAK,1
HULK/DR. ROBERT BRUC,GREEN GOBLIN/NORMAN ,81
HULK/DR. ROBERT BRUC,PARKER-MAY,45
HULK/DR. ROBERT BRUC,BEAST/HENRY &HANK& P,36
HULK/DR. ROBERT BRUC,WASP/JANET VAN DYNE ,17
HULK/DR. ROBERT BRUC,ICEMAN/ROBERT BOBBY ,55
HULK/DR. ROBERT BRUC,SPIDER-MAN/PETER PAR,28
HULK/DR. ROBERT BRUC,DR. STRANGE/STEPHEN ,50
HULK/DR. ROBERT BRUC,WONG,12
WONG,CYCLOPS/SCOTT SUMMER,54
WONG,HOGAN-HAROLD J. HAP,29
WONG,THOMPSON-EUGENE FLA,46
WONG,SUB-MARINER/NAMOR MA,4
WONG,THOR/DR. DONALD BLAK,13
WONG,GREEN GOBLIN/NORMAN ,26
WONG,PARKER-MAY,52
WONG,BEAST/HENRY &HANK& P,67
WONG,WASP/JANET VAN DYNE ,8
WONG,ICEMAN/ROBERT BOBBY ,6
WONG,SPIDER-MAN/PETER PAR,87
WONG,DR. STRANGE/STEPHEN ,36
DR. STRANGE/STEPHEN ,CYCLOPS/SCOTT SUMMER,98
DR. STRANGE/STEPHEN ,HOGAN-HAROLD J. HAP,5
DR. STRANGE/STEPHEN ,THOMPSON-EUGENE FLA,11
DR. STRANGE/STEPHEN ,SUB-MARINER/NAMOR MA,67
DR. STRANGE/STEPHEN ,THOR/DR. DONALD BLAK,22
DR. STRANGE/STEPHEN ,GREEN GOBLIN/NORMAN ,13
DR. STRANGE/STEPHEN ,PARKER-MAY,55
DR. STRANGE/STEPHEN ,BEAST/HENRY &HANK& P,89
DR. STRANGE/STEPHEN ,WASP/JANET VAN DYNE ,80
DR. STRANGE/STEPHEN ,ICEMAN/ROBERT BOBBY ,37
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR,9
SPIDER-MAN/PETER PAR,CYCLOPS/SCOTT SUMMER,90
SPIDER-MAN/PETER PAR,HOGAN-HAROLD J. HAP,12
SPIDER-MAN/PETER PAR,THOMPSON-EUGENE FLA,44
SPIDER-MAN/PETER PAR,SUB-MARINER/NAMOR MA,86
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK,4
SPIDER-MAN/PETER PAR,GREEN GOBLIN/NORMAN ,63
SPIDER-MAN/PETER PAR,PARKER-MAY,60
SPIDER-MAN/PETER PAR,BEAST/HENRY &HANK& P,30
SPIDER-MAN/PETER PAR,WASP/JANET VAN DYNE ,87
SPIDER-MAN/PETER PAR,ICEMAN/ROBERT BOBBY ,4
ICEMAN/ROBERT BOBBY ,CYCLOPS/SCOTT SUMMER,42
ICEMAN/ROBERT BOBBY ,HOGAN-HAROLD J. HAP,72
ICEMAN/ROBERT BOBBY ,THOMPSON-EUGENE FLA,99
ICEMAN/ROBERT BOBBY ,SUB-MARINER/NAMOR MA,88
ICEMAN/ROBERT BOBBY ,THOR/DR. DONALD BLAK,36
ICEMAN/ROBERT BOBBY ,GREEN GOBLIN/NORMAN ,8
ICEMAN/ROBERT BOBBY ,PARKER-MAY,64
ICEMAN/ROBERT BOBBY ,BEAST/HENRY &HANK& P,78
ICEMAN/ROBERT BOBBY ,WASP/JANET VAN DYNE ,2
WASP/JANET VAN DYNE ,CYCLOPS/SCOTT SUMMER,17
WASP/JANET VAN DYNE ,HOGAN-HAROLD J. HAP,42
WASP/JANET VAN DYNE ,THOMPSON-EUGENE FLA,15
WASP/JANET VAN DYNE ,SUB-MARINER/NAMOR MA,81
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK,98
WASP/JANET VAN DYNE ,GREEN GOBLIN/NORMAN ,15
WASP/JANET VAN DYNE ,PARKER-MAY,55
WASP/JANET VAN DYNE ,BEAST/HENRY &HANK& P,88
BEAST/HENRY &HANK& P,CYCLOPS/SCOTT SUMMER,76
BEAST/HENRY &HANK& P,HOGAN-HAROLD J. HAP,48
BEAST/HENRY &HANK& P,THOMPSON-EUGENE FLA,51
BEAST/HENRY &HANK& P,SUB-MARINER/NAMOR MA,53
BEAST/HENRY &HANK& P,THOR/DR. DONALD BLAK,67
BEAST/HENRY &HANK& P,GREEN GOBLIN/NORMAN ,52
BEAST/HENRY &HANK& P,PARKER-MAY,96
PARKER-MAY,CYCLOPS/SCOTT SUMMER,1
PARKER-MAY,HOGAN-HAROLD J. HAP,100
PARKER-MAY,THOMPSON-EUGENE FLA,74
PARKER-MAY,SUB-MARINER/NAMOR MA,31
PARKER-MAY,THOR/DR. DONALD BLAK,79
PARKER-MAY,GREEN GOBLIN/NORMAN ,15
GREEN GOBLIN/NORMAN ,CYCLOPS/SCOTT SUMMER,51
GREEN GOBLIN/NORMAN ,HOGAN-HAROLD J. HAP,43
GREEN GOBLIN/NORMAN ,THOMPSON-EUGENE FLA,36
GREEN GOBLIN/NORMAN ,SUB-MARINER/NAMOR MA,86
GREEN GOBLIN/NORMAN ,THOR/DR. DONALD BLAK,43
THOR/DR. DONALD BLAK,CYCLOPS/SCOTT SUMMER,76
THOR/DR. DONALD BLAK,HOGAN-HAROLD J. HAP,49
THOR/DR. DONALD BLAK,THOMPSON-EUGENE FLA,41
THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,21
SUB-MARINER/NAMOR MA,CYCLOPS/SCOTT SUMMER,29
SUB-MARINER/NAMOR MA,HOGAN-HAROLD J. HAP,26
SUB-MARINER/NAMOR MA,THOMPSON-EUGENE FLA,79
THOMPSON-EUGENE FLA,CYCLOPS/SCOTT SUMMER,2
THOMPSON-EUGENE FLA,HOGAN-HAROLD J. HAP,75
HOGAN-HAROLD J. HAP,CYCLOPS/SCOTT SUMMER,96
THING/BENJAMIN J. GR,THOMPSON-EUGENE FLA,28
THING/BENJAMIN J. GR,OSBORN-LIZ ALLAN,57
THING/BENJAMIN J. GR,JAMESON-J. JONAH,32
THING/BENJAMIN J. GR,INVISIBLE WOMAN/SUE ,54
THING/BENJAMIN J. GR,LEEDS-BETTY BRANT,7
THING/BENJAMIN J. GR,SUB-MARINER/NAMOR MA,2
THING/BENJAMIN J. GR,PARKER-MAY,70
THING/BENJAMIN J. GR,SPIDER-MAN/PETER PAR,66
THING/BENJAMIN J. GR,HUMAN TORCH/JOHNNY S,19
THING/BENJAMIN J. GR,MR. FANTASTIC/REED R,35
MR. FANTASTIC/REED R,THOMPSON-EUGENE FLA,38
MR. FANTASTIC/REED R,OSBORN-LIZ ALLAN,87
MR. FANTASTIC/REED R,JAMESON-J. JONAH,25
MR. FANTASTIC/REED R,INVISIBLE WOMAN/SUE ,66
MR. FANTASTIC/REED R,LEEDS-BETTY BRANT,45
MR. FANTASTIC/REED R,SUB-MARINER/NAMOR MA,10
MR. FANTASTIC/REED R,PARKER-MAY,94
MR. FANTASTIC/REED R,SPIDER-MAN/PETER PAR,58
MR. FANTASTIC/REED R,HUMAN TORCH/JOHNNY S,60
HUMAN TORCH/JOHNNY S,THOMPSON-EUGENE FLA,60
HUMAN TORCH/JOHNNY S,OSBORN-LIZ ALLAN,5
HUMAN TORCH/JOHNNY S,JAMESON-J. JONAH,66
HUMAN TORCH/JOHNNY S,INVISIBLE WOMAN/SUE ,39
HUMAN TORCH/JOHNNY S,LEEDS-BETTY BRANT,92
HUMAN TORCH/JOHNNY S,SUB-MARINER/NAMOR MA,76
HUMAN TORCH/JOHNNY S,PARKER-MAY,71
HUMAN TORCH/JOHNNY S,SPIDER-MAN/PETER PAR,13
SPIDER-MAN/PETER PAR,THOMPSON-EUGENE FLA,8
SPIDER-MAN/PETER PAR,OSBORN-LIZ ALLAN,5
SPIDER-MAN/PETER PAR,JAMESON-J. JONAH,35
SPIDER-MAN/PETER PAR,INVISIBLE WOMAN/SUE ,41
SPIDER-MAN/PETER PAR,LEEDS-BETTY BRANT,70
SPIDER-MAN/PETER PAR,SUB-MARINER/NAMOR MA,29
SPIDER-MAN/PETER PAR,PARKER-MAY,86
PARKER-MAY,THOMPSON-EUGENE FLA,44
PARKER-MAY,OSBORN-LIZ ALLAN,41
PARKER-MAY,JAMESON-J. JONAH,85
PARKER-MAY,INVISIBLE WOMAN/SUE ,81
PARKER-MAY,LEEDS-BETTY BRANT,38
PARKER-MAY,SUB-MARINER/NAMOR MA,89
SUB-MARINER/NAMOR MA,THOMPSON-EUGENE FLA,23
SUB-MARINER/NAMOR MA,OSBORN-LIZ ALLAN,4
SUB-MARINER/NAMOR MA,JAMESON-J. JONAH,72
SUB-MARINER/NAMOR MA,INVISIBLE WOMAN/SUE ,88
SUB-MARINER/NAMOR MA,LEEDS-BETTY BRANT,74
LEEDS-BETTY BRANT,THOMPSON-EUGENE FLA,82
LEEDS-BETTY BRANT,OSBORN-LIZ ALLAN,11
LEEDS-BETTY BRANT,JAMESON-J. JONAH,25
LEEDS-BETTY BRANT,INVISIBLE WOMAN/SUE ,77
INVISIBLE WOMAN/SUE ,THOMPSON-EUGENE FLA,15
INVISIBLE WOMAN/SUE ,OSBORN-LIZ ALLAN,77
INVISIBLE WOMAN/SUE ,JAMESON-J. JONAH,74
JAMESON-J. JONAH,THOMPSON-EUGENE FLA,99
JAMESON-J. JONAH,OSBORN-LIZ ALLAN,78
OSBORN-LIZ ALLAN,THOMPSON-EUGENE FLA,20
STORM/ORORO MUNROE S,NIGHTCRAWLER/KURT WA,30
